Index,Date,Time (Local),Day Time,Eyeballs ,Zeroes ,Completed Trips ,Requests ,Unique Drivers,Day,Weighted Trips per Driver,Weighted Average,Weighted average ratio
300,22-Sep-12,19:00:00,22-09-2012 19:00,43,10,21,24,15,Saturday,29.4,0.83,26.13/31
301,22-Sep-12,20:00:00,22-09-2012 20:00,49,4,7,14,18,Saturday,2.72,0.83,26.13/31
302,22-Sep-12,21:00:00,22-09-2012 21:00,53,3,15,19,21,Saturday,10.71,0.83,26.13/31
303,22-Sep-12,22:00:00,22-09-2012 22:00,77,11,25,33,19,Saturday,32.89,0.83,26.13/31
304,22-Sep-12,23:00:00,22-09-2012 23:00,99,59,25,44,17,Saturday,36.76,0.83,26.13/31
305,23-Sep-12,00:00:00,23-09-2012 00:00,62,25,23,32,18,Sunday,29.39,0.83,26.13/31
306,23-Sep-12,01:00:00,23-09-2012 01:00,38,1,15,23,18,Sunday,12.5,0.83,26.13/31
307,23-Sep-12,02:00:00,23-09-2012 02:00,34,4,13,18,18,Sunday,9.39,0.83,26.13/31
308,23-Sep-12,03:00:00,23-09-2012 03:00,19,1,9,9,16,Sunday,5.06,0.83,26.13/31
309,23-Sep-12,04:00:00,23-09-2012 04:00,1,0,0,1,4,Sunday,0,0.83,26.13/31
310,23-Sep-12,05:00:00,23-09-2012 05:00,9,9,0,4,0,Sunday,0,0.83,26.13/31
311,23-Sep-12,06:00:00,23-09-2012 06:00,8,7,1,1,1,Sunday,1,0.83,26.13/31
312,23-Sep-12,07:00:00,23-09-2012 07:00,7,3,2,2,2,Sunday,2,0.83,26.13/31
313,23-Sep-12,08:00:00,23-09-2012 08:00,13,3,0,0,4,Sunday,0,0.83,26.13/31
314,23-Sep-12,09:00:00,23-09-2012 09:00,14,4,0,1,6,Sunday,0,0.83,26.13/31
315,23-Sep-12,10:00:00,23-09-2012 10:00,19,3,2,2,9,Sunday,0.44,0.83,26.13/31
316,23-Sep-12,11:00:00,23-09-2012 11:00,20,3,3,5,8,Sunday,1.12,0.83,26.13/31
317,23-Sep-12,12:00:00,23-09-2012 12:00,25,3,2,4,8,Sunday,0.5,0.83,26.13/31
318,23-Sep-12,13:00:00,23-09-2012 13:00,15,4,3,3,9,Sunday,1,0.83,26.13/31
319,23-Sep-12,14:00:00,23-09-2012 14:00,20,2,4,4,7,Sunday,2.29,0.83,26.13/31
320,23-Sep-12,15:00:00,23-09-2012 15:00,22,4,0,2,9,Sunday,0,0.83,26.13/31
321,23-Sep-12,16:00:00,23-09-2012 16:00,22,0,7,8,11,Sunday,4.45,0.83,26.13/31
322,23-Sep-12,17:00:00,23-09-2012 17:00,31,9,4,6,12,Sunday,1.33,0.83,26.13/31
323,23-Sep-12,18:00:00,23-09-2012 18:00,36,4,8,11,12,Sunday,5.33,0.83,26.13/31
324,23-Sep-12,19:00:00,23-09-2012 19:00,32,9,4,6,11,Sunday,1.45,0.83,26.13/31
325,23-Sep-12,20:00:00,23-09-2012 20:00,29,6,3,3,7,Sunday,1.29,0.83,26.13/31
326,23-Sep-12,21:00:00,23-09-2012 21:00,24,6,3,4,5,Sunday,1.8,0.83,26.13/31
327,23-Sep-12,22:00:00,23-09-2012 22:00,17,2,2,2,6,Sunday,0.67,0.83,26.13/31
328,23-Sep-12,23:00:00,23-09-2012 23:00,9,3,3,3,3,Sunday,3,0.83,26.13/31
329,24-Sep-12,00:00:00,24-09-2012 00:00,7,2,1,2,2,Monday,0.5,0.83,26.13/31
330,24-Sep-12,01:00:00,24-09-2012 01:00,7,7,0,0,0,Monday,0,0.83,26.13/31
331,24-Sep-12,02:00:00,24-09-2012 02:00,3,3,0,2,0,Monday,0,0.83,26.13/31
332,24-Sep-12,03:00:00,24-09-2012 03:00,3,3,0,1,0,Monday,0,0.83,26.13/31
333,24-Sep-12,04:00:00,24-09-2012 04:00,1,1,0,0,0,Monday,0,0.83,26.13/31
334,24-Sep-12,05:00:00,24-09-2012 05:00,4,2,1,1,3,Monday,0.33,0.83,26.13/31
335,24-Sep-12,06:00:00,24-09-2012 06:00,9,1,2,2,7,Monday,0.57,0.83,26.13/31
